,Date,Weekday,HomeTeam,HomeScore,AwayScore,AwayTeam,Winner,Stadium,City
61,2017-04-15,Saturday,Spurs,4,0,Bournemouth,Spurs,White Hart Lane,London
62,2017-04-15,Saturday,Crystal Palace,2,2,Leicester,Draw,Selhurst Park,London
63,2017-04-15,Saturday,Everton,3,1,Burnley,Everton,Goodison Park,Liverpool
64,2017-04-15,Saturday,Stoke,3,1,Hull,Stoke,bet365 Stadium,Stoke
65,2017-04-15,Saturday,Sunderland,2,2,West Ham,Draw,Stadium of Light,Sunderland
66,2017-04-15,Saturday,Watford,1,0,Swansea,Watford,Vicarage Road,Watford
67,2017-04-11,Tuesday,Crystal Palace,3,0,Arsenal,Crystal Palace,Selhurst Park,London
68,2017-04-09,Sunday,Bournemouth,1,3,Chelsea,Chelsea,Vitality Stadium,Bournemouth
69,2017-04-09,Sunday,Sunderland,0,3,Man Utd,Man Utd,Stadium of Light,Sunderland
70,2017-04-09,Sunday,Everton,4,2,Leicester,Everton,Goodison Park,Liverpool
71,2017-04-08,Saturday,Spurs,4,0,Watford,Spurs,White Hart Lane,London
72,2017-04-08,Saturday,Man City,3,1,Hull,Man City,Etihad Stadium,Manchester
73,2017-04-08,Saturday,Middlesbrough,0,0,Burnley,Draw,Riverside Stadium,Middlesbrough
74,2017-04-08,Saturday,Stoke,1,2,Liverpool,Liverpool,bet365 Stadium,Stoke
75,2017-04-08,Saturday,West Brom,0,1,Southampton,Southampton,The Hawthorns,West Bromwich
76,2017-04-08,Saturday,West Ham,1,0,Swansea,West Ham,London Stadium,London
77,2017-04-06,Thursday,Arsenal,3,0,West Ham,Arsenal,Emirates Stadium,London
78,2017-04-06,Thursday,Chelsea,2,1,Man City,Chelsea,Stamford Bridge,London
79,2017-04-06,Thursday,Liverpool,2,2,Bournemouth,Draw,Anfield,Liverpool
80,2017-04-06,Thursday,Hull,4,2,Middlesbrough,Hull,KCOM Stadium,Hull
81,2017-04-06,Thursday,Southampton,3,1,Crystal Palace,Southampton,St. Mary's Stadium,Southampton
82,2017-04-06,Thursday,Swansea,1,3,Spurs,Spurs,Liberty Stadium,Swansea
83,2017-04-05,Wednesday,Burnley,1,0,Stoke,Burnley,Turf Moor,Burnley
84,2017-04-05,Wednesday,Leicester,2,0,Sunderland,Leicester,King Power Stadium,Leicester
85,2017-04-05,Wednesday,Watford,2,0,West Brom,Watford,Vicarage Road,Watford
86,2017-04-05,Wednesday,Man Utd,1,1,Everton,Draw,Old Trafford,Manchester
87,2017-04-02,Sunday,Southampton,0,0,Bournemouth,Draw,St. Mary's Stadium,Southampton
88,2017-04-02,Sunday,Swansea,0,0,Middlesbrough,Draw,Liberty Stadium,Swansea
89,2017-04-02,Sunday,Arsenal,2,2,Man City,Draw,Emirates Stadium,London
90,2017-04-01,Saturday,Liverpool,3,1,Everton,Liverpool,Anfield,Liverpool
91,2017-04-01,Saturday,Burnley,0,2,Spurs,Spurs,Turf Moor,Burnley
92,2017-04-01,Saturday,Chelsea,1,2,Crystal Palace,Crystal Palace,Stamford Bridge,London
93,2017-04-01,Saturday,Hull,2,1,West Ham,Hull,KCOM Stadium,Hull
94,2017-04-01,Saturday,Leicester,2,0,Stoke,Leicester,King Power Stadium,Leicester
95,2017-04-01,Saturday,Man Utd,0,0,West Brom,Draw,Old Trafford,Manchester
96,2017-04-01,Saturday,Watford,1,0,Sunderland,Watford,Vicarage Road,Watford
97,2017-03-20,Monday,Man City,1,1,Liverpool,Draw,Etihad Stadium,Manchester
98,2017-03-19,Sunday,Bournemouth,2,0,Swansea,Bournemouth,Vitality Stadium,Bournemouth
99,2017-03-19,Sunday,Middlesbrough,1,3,Man Utd,Man Utd,Riverside Stadium,Middlesbrough
100,2017-03-19,Sunday,Spurs,2,1,Southampton,Spurs,White Hart Lane,London
101,2017-03-18,Saturday,West Brom,3,1,Arsenal,West Brom,The Hawthorns,West Bromwich
102,2017-03-18,Saturday,Crystal Palace,1,0,Watford,Crystal Palace,Selhurst Park,London
103,2017-03-18,Saturday,Everton,4,0,Hull,Everton,Goodison Park,Liverpool
104,2017-03-18,Saturday,Stoke,1,2,Chelsea,Chelsea,bet365 Stadium,Stoke
105,2017-03-18,Saturday,Sunderland,0,0,Burnley,Draw,Stadium of Light,Sunderland
106,2017-03-18,Saturday,West Ham,2,3,Leicester,Leicester,London Stadium,London
107,2017-03-13,Monday,Liverpool,2,1,Burnley,Liverpool,Anfield,Liverpool
108,2017-03-11,Saturday,Bournemouth,3,2,West Ham,Bournemouth,Vitality Stadium,Bournemouth
109,2017-03-11,Saturday,Everton,3,0,West Brom,Everton,Goodison Park,Liverpool
110,2017-03-11,Saturday,Hull,2,1,Swansea,Hull,KCOM Stadium,Hull
111,2017-03-09,Thursday,Man City,0,0,Stoke,Draw,Etihad Stadium,Manchester
112,2017-03-07,Tuesday,West Ham,1,2,Chelsea,Chelsea,London Stadium,London
113,2017-03-06,Monday,Sunderland,0,2,Man City,Man City,Stadium of Light,Sunderland
114,2017-03-05,Sunday,Liverpool,3,1,Arsenal,Liverpool,Anfield,Liverpool
115,2017-03-05,Sunday,Spurs,3,2,Everton,Spurs,White Hart Lane,London
116,2017-03-04,Saturday,Leicester,3,1,Hull,Leicester,King Power Stadium,Leicester
117,2017-03-04,Saturday,Stoke,2,0,Middlesbrough,Stoke,bet365 Stadium,Stoke
118,2017-03-04,Saturday,Swansea,3,2,Burnley,Swansea,Liberty Stadium,Swansea
119,2017-03-04,Saturday,Watford,3,4,Southampton,Southampton,Vicarage Road,Watford
120,2017-03-04,Saturday,Man Utd,1,1,Bournemouth,Draw,Old Trafford,Manchester
121,2017-03-04,Saturday,West Brom,0,2,Crystal Palace,Crystal Palace,The Hawthorns,West Bromwich
122,2017-02-28,Tuesday,Leicester,3,1,Liverpool,Leicester,King Power Stadium,Leicester
123,2017-02-26,Sunday,Watford,1,1,West Ham,Draw,Vicarage Road,Watford
124,2017-02-26,Sunday,Spurs,4,0,Stoke,Spurs,White Hart Lane,London
125,2017-02-25,Saturday,Chelsea,3,1,Swansea,Chelsea,Stamford Bridge,London
126,2017-02-25,Saturday,Crystal Palace,1,0,Middlesbrough,Crystal Palace,Selhurst Park,London
127,2017-02-25,Saturday,Everton,2,0,Sunderland,Everton,Goodison Park,Liverpool
128,2017-02-25,Saturday,Hull,1,1,Burnley,Draw,KCOM Stadium,Hull
129,2017-02-25,Saturday,West Brom,2,1,Bournemouth,West Brom,The Hawthorns,West Bromwich
130,2017-02-14,Tuesday,Bournemouth,0,2,Man City,Man City,Vitality Stadium,Bournemouth
131,2017-02-13,Monday,Swansea,2,0,Leicester,Swansea,Liberty Stadium,Swansea
132,2017-02-12,Sunday,Liverpool,2,0,Spurs,Liverpool,Anfield,Liverpool
133,2017-02-12,Sunday,Burnley,1,1,Chelsea,Draw,Turf Moor,Burnley
134,2017-02-11,Saturday,Arsenal,2,0,Hull,Arsenal,Emirates Stadium,London
135,2017-02-11,Saturday,Man Utd,2,0,Watford,Man Utd,Old Trafford,Manchester
136,2017-02-11,Saturday,Middlesbrough,0,0,Everton,Draw,Riverside Stadium,Middlesbrough
137,2017-02-11,Saturday,Stoke,1,0,Crystal Palace,Stoke,bet365 Stadium,Stoke
138,2017-02-11,Saturday,Sunderland,0,4,Southampton,Southampton,Stadium of Light,Sunderland
139,2017-02-11,Saturday,West Ham,2,2,West Brom,Draw,London Stadium,London
140,2017-02-06,Monday,Leicester,0,3,Man Utd,Man Utd,King Power Stadium,Leicester
141,2017-02-05,Sunday,Spurs,1,0,Middlesbrough,Spurs,White Hart Lane,London
142,2017-02-05,Sunday,Man City,2,1,Swansea,Man City,Etihad Stadium,Manchester
143,2017-02-04,Saturday,Chelsea,3,1,Arsenal,Chelsea,Stamford Bridge,London
144,2017-02-04,Saturday,Crystal Palace,0,4,Sunderland,Sunderland,Selhurst Park,London
145,2017-02-04,Saturday,Everton,6,3,Bournemouth,Everton,Goodison Park,Liverpool
146,2017-02-04,Saturday,Hull,2,0,Liverpool,Hull,KCOM Stadium,Hull
147,2017-02-04,Saturday,Southampton,1,3,West Ham,West Ham,St. Mary's Stadium,Southampton
148,2017-02-04,Saturday,Watford,2,1,Burnley,Watford,Vicarage Road,Watford
149,2017-02-04,Saturday,West Brom,1,0,Stoke,West Brom,The Hawthorns,West Bromwich
150,2017-02-02,Thursday,West Ham,0,4,Man City,Man City,London Stadium,London
151,2017-02-02,Thursday,Man Utd,0,0,Hull,Draw,Old Trafford,Manchester
152,2017-02-02,Thursday,Stoke,1,1,Everton,Draw,bet365 Stadium,Stoke
153,2017-02-01,Wednesday,Bournemouth,0,2,Crystal Palace,Crystal Palace,Vitality Stadium,Bournemouth
154,2017-02-01,Wednesday,Arsenal,1,2,Watford,Watford,Emirates Stadium,London
155,2017-02-01,Wednesday,Burnley,1,0,Leicester,Burnley,Turf Moor,Burnley
156,2017-02-01,Wednesday,Middlesbrough,1,1,West Brom,Draw,Riverside Stadium,Middlesbrough
157,2017-02-01,Wednesday,Sunderland,0,0,Spurs,Draw,Stadium of Light,Sunderland
158,2017-02-01,Wednesday,Swansea,2,1,Southampton,Swansea,Liberty Stadium,Swansea
159,2017-02-01,Wednesday,Liverpool,1,1,Chelsea,Draw,Anfield,Liverpool
160,2017-01-23,Monday,Chelsea,2,0,Hull,Chelsea,Stamford Bridge,London
161,2017-01-22,Sunday,Man City,2,2,Spurs,Draw,Etihad Stadium,Manchester
162,2017-01-22,Sunday,Southampton,3,0,Leicester,Southampton,St. Mary's Stadium,Southampton
163,2017-01-22,Sunday,Arsenal,2,1,Burnley,Arsenal,Emirates Stadium,London
164,2017-01-21,Saturday,Liverpool,2,3,Swansea,Swansea,Anfield,Liverpool
165,2017-01-21,Saturday,Bournemouth,2,2,Watford,Draw,Vitality Stadium,Bournemouth
166,2017-01-21,Saturday,Crystal Palace,0,1,Everton,Everton,Selhurst Park,London
167,2017-01-21,Saturday,Middlesbrough,1,3,West Ham,West Ham,Riverside Stadium,Middlesbrough
168,2017-01-21,Saturday,Stoke,1,1,Man Utd,Draw,bet365 Stadium,Stoke
169,2017-01-21,Saturday,West Brom,2,0,Sunderland,West Brom,The Hawthorns,West Bromwich
170,2017-01-16,Monday,Man Utd,1,1,Liverpool,Draw,Old Trafford,Manchester
171,2017-01-15,Sunday,Leicester,0,3,Chelsea,Chelsea,King Power Stadium,Leicester
172,2017-01-15,Sunday,Everton,4,0,Man City,Everton,Goodison Park,Liverpool
173,2017-01-14,Saturday,Spurs,4,0,West Brom,Spurs,White Hart Lane,London
174,2017-01-14,Saturday,Burnley,1,0,Southampton,Burnley,Turf Moor,Burnley
175,2017-01-14,Saturday,Hull,3,1,Bournemouth,Hull,KCOM Stadium,Hull
176,2017-01-14,Saturday,Sunderland,1,3,Stoke,Stoke,Stadium of Light,Sunderland
177,2017-01-14,Saturday,Swansea,0,4,Arsenal,Arsenal,Liberty Stadium,Swansea
178,2017-01-14,Saturday,Watford,0,0,Middlesbrough,Draw,Vicarage Road,Watford
179,2017-01-14,Saturday,West Ham,3,0,Crystal Palace,West Ham,London Stadium,London
180,2017-01-05,Thursday,Spurs,2,0,Chelsea,Spurs,White Hart Lane,London
181,2017-01-04,Wednesday,Bournemouth,3,3,Arsenal,Draw,Vitality Stadium,Bournemouth
182,2017-01-04,Wednesday,Crystal Palace,1,2,Swansea,Swansea,Selhurst Park,London
183,2017-01-04,Wednesday,Stoke,2,0,Watford,Stoke,bet365 Stadium,Stoke
184,2017-01-03,Tuesday,West Ham,0,2,Man Utd,Man Utd,London Stadium,London
185,2017-01-02,Monday,Arsenal,2,0,Crystal Palace,Arsenal,Emirates Stadium,London
186,2017-01-02,Monday,Middlesbrough,0,0,Leicester,Draw,Riverside Stadium,Middlesbrough
187,2017-01-02,Monday,Everton,3,0,Southampton,Everton,Goodison Park,Liverpool
188,2017-01-02,Monday,Man City,2,1,Burnley,Man City,Etihad Stadium,Manchester
189,2017-01-02,Monday,Sunderland,2,2,Liverpool,Draw,Stadium of Light,Sunderland
190,2017-01-02,Monday,West Brom,3,1,Hull,West Brom,The Hawthorns,West Bromwich
191,2017-01-01,Sunday,Liverpool,1,0,Man City,Liverpool,Anfield,Liverpool
192,2017-01-01,Sunday,Watford,1,4,Spurs,Spurs,Vicarage Road,Watford
193,2016-12-31,Saturday,Hull,2,2,Everton,Draw,KCOM Stadium,Hull
194,2016-12-31,Saturday,Burnley,4,1,Sunderland,Burnley,Turf Moor,Burnley
195,2016-12-31,Saturday,Chelsea,4,2,Stoke,Chelsea,Stamford Bridge,London
196,2016-12-31,Saturday,Leicester,1,0,West Ham,Leicester,King Power Stadium,Leicester
197,2016-12-31,Saturday,Man Utd,2,1,Middlesbrough,Man Utd,Old Trafford,Manchester
198,2016-12-31,Saturday,Southampton,1,2,West Brom,West Brom,St. Mary's Stadium,Southampton
199,2016-12-31,Saturday,Swansea,0,3,Bournemouth,Bournemouth,Liberty Stadium,Swansea
200,2016-12-29,Thursday,Southampton,1,4,Spurs,Spurs,St. Mary's Stadium,Southampton
201,2016-12-28,Wednesday,Liverpool,4,1,Stoke,Liverpool,Anfield,Liverpool
202,2016-12-27,Tuesday,Hull,0,3,Man City,Man City,KCOM Stadium,Hull
203,2016-12-26,Monday,Watford,1,1,Crystal Palace,Draw,Vicarage Road,Watford
204,2016-12-26,Monday,Arsenal,1,0,West Brom,Arsenal,Emirates Stadium,London
205,2016-12-26,Monday,Burnley,1,0,Middlesbrough,Burnley,Turf Moor,Burnley
206,2016-12-26,Monday,Chelsea,3,0,Bournemouth,Chelsea,Stamford Bridge,London
207,2016-12-26,Monday,Leicester,0,2,Everton,Everton,King Power Stadium,Leicester
208,2016-12-26,Monday,Man Utd,3,1,Sunderland,Man Utd,Old Trafford,Manchester
209,2016-12-26,Monday,Swansea,1,4,West Ham,West Ham,Liberty Stadium,Swansea
210,2016-12-20,Tuesday,Everton,0,1,Liverpool,Liverpool,Goodison Park,Liverpool
211,2016-12-19,Monday,Man City,2,1,Arsenal,Man City,Etihad Stadium,Manchester
212,2016-12-19,Monday,Spurs,2,1,Burnley,Spurs,White Hart Lane,London
213,2016-12-18,Sunday,West Brom,0,2,Man Utd,Man Utd,The Hawthorns,West Bromwich
214,2016-12-18,Sunday,Bournemouth,1,3,Southampton,Southampton,Vitality Stadium,Bournemouth
215,2016-12-17,Saturday,Crystal Palace,0,1,Chelsea,Chelsea,Selhurst Park,London
216,2016-12-17,Saturday,Middlesbrough,3,0,Swansea,Middlesbrough,Riverside Stadium,Middlesbrough
217,2016-12-17,Saturday,Stoke,2,2,Leicester,Draw,bet365 Stadium,Stoke
218,2016-12-17,Saturday,Sunderland,1,0,Watford,Sunderland,Stadium of Light,Sunderland
219,2016-12-17,Saturday,West Ham,1,0,Hull,West Ham,London Stadium,London
220,2016-12-15,Thursday,Middlesbrough,0,3,Liverpool,Liverpool,Riverside Stadium,Middlesbrough
221,2016-12-15,Thursday,Sunderland,0,1,Chelsea,Chelsea,Stadium of Light,Sunderland
222,2016-12-15,Thursday,West Ham,1,0,Burnley,West Ham,London Stadium,London
223,2016-12-15,Thursday,Crystal Palace,1,2,Man Utd,Man Utd,Selhurst Park,London
224,2016-12-15,Thursday,Man City,2,0,Watford,Man City,Etihad Stadium,Manchester
225,2016-12-15,Thursday,Stoke,0,0,Southampton,Draw,bet365 Stadium,Stoke
226,2016-12-15,Thursday,Spurs,3,0,Hull,Spurs,White Hart Lane,London
227,2016-12-15,Thursday,West Brom,3,1,Swansea,West Brom,The Hawthorns,West Bromwich
228,2016-12-14,Wednesday,Bournemouth,1,0,Leicester,Bournemouth,Vitality Stadium,Bournemouth
229,2016-12-14,Wednesday,Everton,2,1,Arsenal,Everton,Goodison Park,Liverpool
230,2016-12-12,Monday,Liverpool,2,2,West Ham,Draw,Anfield,Liverpool
231,2016-12-11,Sunday,Leicester,4,2,Man City,Leicester,King Power Stadium,Leicester
232,2016-12-11,Sunday,Chelsea,1,0,West Brom,Chelsea,Stamford Bridge,London
233,2016-12-11,Sunday,Man Utd,1,0,Spurs,Man Utd,Old Trafford,Manchester
234,2016-12-11,Sunday,Southampton,1,0,Middlesbrough,Southampton,St. Mary's Stadium,Southampton
235,2016-12-10,Saturday,Watford,3,2,Everton,Watford,Vicarage Road,Watford
236,2016-12-10,Saturday,Arsenal,3,1,Stoke,Arsenal,Emirates Stadium,London
237,2016-12-10,Saturday,Burnley,3,2,Bournemouth,Burnley,Turf Moor,Burnley
238,2016-12-10,Saturday,Hull,3,3,Crystal Palace,Draw,KCOM Stadium,Hull
239,2016-12-10,Saturday,Swansea,3,0,Sunderland,Swansea,Liberty Stadium,Swansea
240,2016-12-06,Tuesday,Middlesbrough,1,0,Hull,Middlesbrough,Riverside Stadium,Middlesbrough
241,2016-12-05,Monday,Everton,1,1,Man Utd,Draw,Goodison Park,Liverpool
242,2016-12-04,Sunday,West Ham,1,5,Arsenal,Arsenal,London Stadium,London
243,2016-12-04,Sunday,Bournemouth,4,3,Liverpool,Bournemouth,Vitality Stadium,Bournemouth
244,2016-12-03,Saturday,Man City,1,3,Chelsea,Chelsea,Etihad Stadium,Manchester
245,2016-12-03,Saturday,Crystal Palace,3,0,Southampton,Crystal Palace,Selhurst Park,London
246,2016-12-03,Saturday,Stoke,2,0,Burnley,Stoke,bet365 Stadium,Stoke
247,2016-12-03,Saturday,Sunderland,2,1,Leicester,Sunderland,Stadium of Light,Sunderland
248,2016-12-03,Saturday,Spurs,5,0,Swansea,Spurs,White Hart Lane,London
249,2016-12-03,Saturday,West Brom,3,1,Watford,West Brom,The Hawthorns,West Bromwich
250,2016-11-28,Monday,Man Utd,1,1,West Ham,Draw,Old Trafford,Manchester
251,2016-11-28,Monday,Southampton,1,0,Everton,Southampton,St. Mary's Stadium,Southampton
252,2016-11-27,Sunday,Chelsea,2,1,Spurs,Chelsea,Stamford Bridge,London
253,2016-11-27,Sunday,Watford,0,1,Stoke,Stoke,Vicarage Road,Watford
254,2016-11-27,Sunday,Arsenal,3,1,Bournemouth,Arsenal,Emirates Stadium,London
255,2016-11-26,Saturday,Burnley,1,2,Man City,Man City,Turf Moor,Burnley
256,2016-11-26,Saturday,Hull,1,1,West Brom,Draw,KCOM Stadium,Hull
257,2016-11-26,Saturday,Leicester,2,2,Middlesbrough,Draw,King Power Stadium,Leicester
258,2016-11-26,Saturday,Liverpool,2,0,Sunderland,Liverpool,Anfield,Liverpool
259,2016-11-26,Saturday,Swansea,5,4,Crystal Palace,Swansea,Liberty Stadium,Swansea
260,2016-11-22,Tuesday,West Brom,4,0,Burnley,West Brom,The Hawthorns,West Bromwich
261,2016-11-21,Monday,Middlesbrough,0,1,Chelsea,Chelsea,Riverside Stadium,Middlesbrough
262,2016-11-20,Sunday,Spurs,3,2,West Ham,Spurs,White Hart Lane,London
263,2016-11-19,Saturday,Man Utd,1,1,Arsenal,Draw,Old Trafford,Manchester
264,2016-11-19,Saturday,Crystal Palace,1,2,Man City,Man City,Selhurst Park,London
265,2016-11-19,Saturday,Everton,1,1,Swansea,Draw,Goodison Park,Liverpool
266,2016-11-19,Saturday,Southampton,0,0,Liverpool,Draw,St. Mary's Stadium,Southampton
267,2016-11-19,Saturday,Stoke,0,1,Bournemouth,Bournemouth,bet365 Stadium,Stoke
268,2016-11-19,Saturday,Sunderland,3,0,Hull,Sunderland,Stadium of Light,Sunderland
269,2016-11-19,Saturday,Watford,2,1,Leicester,Watford,Vicarage Road,Watford
270,2016-11-07,Monday,Leicester,1,2,West Brom,West Brom,King Power Stadium,Leicester
271,2016-11-06,Sunday,Chelsea,5,0,Everton,Chelsea,Stamford Bridge,London
272,2016-11-06,Sunday,Arsenal,1,1,Spurs,Draw,Emirates Stadium,London
273,2016-11-06,Sunday,Hull,2,1,Southampton,Hull,KCOM Stadium,Hull
274,2016-11-06,Sunday,Liverpool,6,1,Watford,Liverpool,Anfield,Liverpool
275,2016-11-06,Sunday,Swansea,1,3,Man Utd,Man Utd,Liberty Stadium,Swansea
276,2016-11-05,Saturday,Bournemouth,1,2,Sunderland,Sunderland,Vitality Stadium,Bournemouth
277,2016-11-05,Saturday,Burnley,3,2,Crystal Palace,Burnley,Turf Moor,Burnley
278,2016-11-05,Saturday,Man City,1,1,Middlesbrough,Draw,Etihad Stadium,Manchester
279,2016-11-05,Saturday,West Ham,1,1,Stoke,Draw,London Stadium,London
280,2016-11-01,Tuesday,Stoke,3,1,Swansea,Stoke,bet365 Stadium,Stoke
281,2016-10-31,Monday,Southampton,0,2,Chelsea,Chelsea,St. Mary's Stadium,Southampton
282,2016-10-30,Sunday,Crystal Palace,2,4,Liverpool,Liverpool,Selhurst Park,London
283,2016-10-30,Sunday,Everton,2,0,West Ham,Everton,Goodison Park,Liverpool
284,2016-10-29,Saturday,Sunderland,1,4,Arsenal,Arsenal,Stadium of Light,Sunderland
285,2016-10-29,Saturday,Man Utd,0,0,Burnley,Draw,Old Trafford,Manchester
286,2016-10-29,Saturday,Middlesbrough,2,0,Bournemouth,Middlesbrough,Riverside Stadium,Middlesbrough
287,2016-10-29,Saturday,Spurs,1,1,Leicester,Draw,White Hart Lane,London
288,2016-10-29,Saturday,Watford,1,0,Hull,Watford,Vicarage Road,Watford
289,2016-10-29,Saturday,West Brom,0,4,Man City,Man City,The Hawthorns,West Bromwich
290,2016-10-23,Sunday,Liverpool,2,1,West Brom,Liverpool,Anfield,Liverpool
291,2016-10-23,Sunday,Man City,1,1,Southampton,Draw,Etihad Stadium,Manchester
292,2016-10-23,Sunday,Chelsea,4,0,Man Utd,Chelsea,Stamford Bridge,London
293,2016-10-22,Saturday,Bournemouth,0,0,Spurs,Draw,Vitality Stadium,Bournemouth
294,2016-10-22,Saturday,Arsenal,0,0,Middlesbrough,Draw,Emirates Stadium,London
295,2016-10-22,Saturday,Burnley,2,1,Everton,Burnley,Turf Moor,Burnley
296,2016-10-22,Saturday,Hull,0,2,Stoke,Stoke,KCOM Stadium,Hull
