,Date,Weekday,HomeTeam,HomeScore,AwayScore,AwayTeam,Winner,Stadium,City
56,2016-04-14,Thursday,Crystal Palace,0,0,Everton,Draw,Selhurst Park,London
57,2016-04-10,Sunday,Man City,2,1,West Brom,Man City,Etihad Stadium,Manchester
58,2016-04-10,Sunday,Sunderland,0,2,Leicester,Leicester,Stadium of Light,Sunderland
59,2016-04-10,Sunday,Liverpool,4,1,Stoke,Liverpool,Anfield,Liverpool
60,2016-04-10,Sunday,Spurs,3,0,Man Utd,Spurs,White Hart Lane,London
61,2016-04-09,Saturday,West Ham,3,3,Arsenal,Draw,Boleyn Ground,London
62,2016-04-09,Saturday,Aston Villa,1,2,Bournemouth,Bournemouth,Villa Park,Birmingham
63,2016-04-09,Saturday,Crystal Palace,1,0,Norwich,Crystal Palace,Selhurst Park,London
64,2016-04-09,Saturday,Southampton,3,1,Newcastle,Southampton,St. Mary's Stadium,Southampton
65,2016-04-09,Saturday,Swansea,1,0,Chelsea,Swansea,Liberty Stadium,Swansea
66,2016-04-09,Saturday,Watford,1,1,Everton,Draw,Vicarage Road,Watford
67,2016-04-03,Sunday,Liverpool,1,1,Spurs,Draw,Anfield,Liverpool
