,Date,Weekday,HomeTeam,HomeScore,AwayScore,AwayTeam,Winner,Stadium,City
297,2013-10-26,Saturday,Liverpool,4,1,West Brom,Liverpool,Anfield,Liverpool
298,2013-10-26,Saturday,Man Utd,3,2,Stoke,Man Utd,Old Trafford,Manchester
299,2013-10-26,Saturday,Norwich,0,0,Cardiff,Draw,Carrow Road,Norwich
300,2013-10-22,Tuesday,Crystal Palace,1,4,Fulham,Fulham,Selhurst Park,London
301,2013-10-20,Sunday,West Ham,1,3,Man City,Man City,Boleyn Ground,London
302,2013-10-20,Sunday,Aston Villa,0,2,Spurs,Spurs,Villa Park,Birmingham
303,2013-10-19,Saturday,Newcastle,2,2,Liverpool,Draw,St. James' Park,Newcastle
304,2013-10-19,Saturday,Arsenal,4,1,Norwich,Arsenal,Emirates Stadium,London
305,2013-10-19,Saturday,Chelsea,4,1,Cardiff,Chelsea,Stamford Bridge,London
306,2013-10-19,Saturday,Everton,2,1,Hull,Everton,Goodison Park,Liverpool
307,2013-10-19,Saturday,Man Utd,1,1,Southampton,Draw,Old Trafford,Manchester
308,2013-10-19,Saturday,Stoke,0,0,West Brom,Draw,Britannia Stadium,Stoke
309,2013-10-19,Saturday,Swansea,4,0,Sunderland,Swansea,Liberty Stadium,Swansea
310,2013-10-06,Sunday,Sunderland,1,2,Man Utd,Man Utd,Stadium of Light,Sunderland
311,2013-10-06,Sunday,Norwich,1,3,Chelsea,Chelsea,Carrow Road,Norwich
312,2013-10-06,Sunday,Southampton,2,0,Swansea,Southampton,St. Mary's Stadium,Southampton
313,2013-10-06,Sunday,Spurs,0,3,West Ham,West Ham,White Hart Lane,London
314,2013-10-06,Sunday,West Brom,1,1,Arsenal,Draw,The Hawthorns,West Bromwich
315,2013-10-05,Saturday,Man City,3,1,Everton,Man City,Etihad Stadium,Manchester
316,2013-10-05,Saturday,Cardiff,1,2,Newcastle,Newcastle,Cardiff City Stadium,Cardiff
317,2013-10-05,Saturday,Fulham,1,0,Stoke,Fulham,Craven Cottage,London
318,2013-10-05,Saturday,Hull,0,0,Aston Villa,Draw,KCOM Stadium,Hull
319,2013-10-05,Saturday,Liverpool,3,1,Crystal Palace,Liverpool,Anfield,Liverpool
320,2013-10-01,Tuesday,Everton,3,2,Newcastle,Everton,Goodison Park,Liverpool
321,2013-09-29,Sunday,Swansea,1,2,Arsenal,Arsenal,Liberty Stadium,Swansea
322,2013-09-29,Sunday,Stoke,0,1,Norwich,Norwich,Britannia Stadium,Stoke
323,2013-09-29,Sunday,Sunderland,1,3,Liverpool,Liverpool,Stadium of Light,Sunderland
324,2013-09-28,Saturday,Spurs,1,1,Chelsea,Draw,White Hart Lane,London
325,2013-09-28,Saturday,Aston Villa,3,2,Man City,Aston Villa,Villa Park,Birmingham
326,2013-09-28,Saturday,Fulham,1,2,Cardiff,Cardiff,Craven Cottage,London
327,2013-09-28,Saturday,Hull,1,0,West Ham,Hull,KCOM Stadium,Hull
328,2013-09-28,Saturday,Man Utd,1,2,West Brom,West Brom,Old Trafford,Manchester
329,2013-09-28,Saturday,Southampton,2,0,Crystal Palace,Southampton,St. Mary's Stadium,Southampton
330,2013-09-22,Sunday,Chelsea,2,0,Fulham,Chelsea,Stamford Bridge,London
331,2013-09-22,Sunday,Arsenal,3,1,Stoke,Arsenal,Emirates Stadium,London
332,2013-09-22,Sunday,Crystal Palace,0,2,Swansea,Swansea,Selhurst Park,London
333,2013-09-22,Sunday,Cardiff,0,1,Spurs,Spurs,Cardiff City Stadium,Cardiff
334,2013-09-22,Sunday,Man City,4,1,Man Utd,Man City,Etihad Stadium,Manchester
335,2013-09-21,Saturday,Norwich,0,1,Aston Villa,Aston Villa,Carrow Road,Norwich
336,2013-09-21,Saturday,Liverpool,0,1,Southampton,Southampton,Anfield,Liverpool
337,2013-09-21,Saturday,Newcastle,2,3,Hull,Hull,St. James' Park,Newcastle
338,2013-09-21,Saturday,West Brom,3,0,Sunderland,West Brom,The Hawthorns,West Bromwich
339,2013-09-21,Saturday,West Ham,2,3,Everton,Everton,Boleyn Ground,London
340,2013-09-17,Tuesday,Swansea,2,2,Liverpool,Draw,Liberty Stadium,Swansea
341,2013-09-15,Sunday,Everton,1,0,Chelsea,Everton,Goodison Park,Liverpool
342,2013-09-15,Sunday,Southampton,0,0,West Ham,Draw,St. Mary's Stadium,Southampton
343,2013-09-14,Saturday,Man Utd,2,0,Crystal Palace,Man Utd,Old Trafford,Manchester
344,2013-09-14,Saturday,Aston Villa,1,2,Newcastle,Newcastle,Villa Park,Birmingham
345,2013-09-14,Saturday,Fulham,1,1,West Brom,Draw,Craven Cottage,London
346,2013-09-14,Saturday,Hull,1,1,Cardiff,Draw,KCOM Stadium,Hull
347,2013-09-14,Saturday,Stoke,0,0,Man City,Draw,Britannia Stadium,Stoke
348,2013-09-14,Saturday,Sunderland,1,3,Arsenal,Arsenal,Stadium of Light,Sunderland
349,2013-09-14,Saturday,Spurs,2,0,Norwich,Spurs,White Hart Lane,London
350,2013-09-01,Sunday,Crystal Palace,3,1,Sunderland,Crystal Palace,Selhurst Park,London
351,2013-09-01,Sunday,Liverpool,1,0,Man Utd,Liverpool,Anfield,Liverpool
352,2013-09-01,Sunday,West Brom,0,2,Swansea,Swansea,The Hawthorns,West Bromwich
353,2013-09-01,Sunday,Arsenal,1,0,Spurs,Arsenal,Emirates Stadium,London
354,2013-08-31,Saturday,Man City,2,0,Hull,Man City,Etihad Stadium,Manchester
355,2013-08-31,Saturday,Cardiff,0,0,Everton,Draw,Cardiff City Stadium,Cardiff
356,2013-08-31,Saturday,Newcastle,1,0,Fulham,Newcastle,St. James' Park,Newcastle
357,2013-08-31,Saturday,Norwich,1,0,Southampton,Norwich,Carrow Road,Norwich
358,2013-08-31,Saturday,West Ham,0,1,Stoke,Stoke,Boleyn Ground,London
359,2013-08-27,Tuesday,Man Utd,0,0,Chelsea,Draw,Old Trafford,Manchester
360,2013-08-25,Sunday,Aston Villa,0,1,Liverpool,Liverpool,Villa Park,Birmingham
361,2013-08-25,Sunday,Cardiff,3,2,Man City,Cardiff,Cardiff City Stadium,Cardiff
362,2013-08-25,Sunday,Spurs,1,0,Swansea,Spurs,White Hart Lane,London
363,2013-08-24,Saturday,Fulham,1,3,Arsenal,Arsenal,Craven Cottage,London
364,2013-08-24,Saturday,Everton,0,0,West Brom,Draw,Goodison Park,Liverpool
365,2013-08-24,Saturday,Hull,1,0,Norwich,Hull,KCOM Stadium,Hull
366,2013-08-24,Saturday,Newcastle,0,0,West Ham,Draw,St. James' Park,Newcastle
367,2013-08-24,Saturday,Southampton,1,1,Sunderland,Draw,St. Mary's Stadium,Southampton
368,2013-08-24,Saturday,Stoke,2,1,Crystal Palace,Stoke,Britannia Stadium,Stoke
369,2013-08-22,Thursday,Chelsea,2,1,Aston Villa,Chelsea,Stamford Bridge,London
370,2013-08-20,Tuesday,Man City,4,0,Newcastle,Man City,Etihad Stadium,Manchester
371,2013-08-18,Sunday,Swansea,1,4,Man Utd,Man Utd,Liberty Stadium,Swansea
372,2013-08-18,Sunday,Crystal Palace,0,1,Spurs,Spurs,Selhurst Park,London
373,2013-08-18,Sunday,Chelsea,2,0,Hull,Chelsea,Stamford Bridge,London
374,2013-08-17,Saturday,Liverpool,1,0,Stoke,Liverpool,Anfield,Liverpool
375,2013-08-17,Saturday,Arsenal,1,3,Aston Villa,Aston Villa,Emirates Stadium,London
376,2013-08-17,Saturday,Norwich,2,2,Everton,Draw,Carrow Road,Norwich
377,2013-08-17,Saturday,Sunderland,0,1,Fulham,Fulham,Stadium of Light,Sunderland
378,2013-08-17,Saturday,West Brom,0,1,Southampton,Southampton,The Hawthorns,West Bromwich
379,2013-08-17,Saturday,West Ham,2,0,Cardiff,West Ham,Boleyn Ground,London
