,Date,Weekday,HomeTeam,HomeScore,AwayScore,AwayTeam,Winner,Stadium,City
193,2018-12-26,Wednesday,Fulham,1,1,Wolves,Draw,Craven Cottage,London
194,2018-12-26,Wednesday,Burnley,1,5,Everton,Everton,Turf Moor,Burnley
195,2018-12-26,Wednesday,Crystal Palace,0,0,Cardiff,Draw,Selhurst Park,London
196,2018-12-26,Wednesday,Leicester,2,1,Man City,Leicester,King Power Stadium,Leicester
197,2018-12-26,Wednesday,Liverpool,4,0,Newcastle,Liverpool,Anfield,Liverpool
198,2018-12-26,Wednesday,Man Utd,3,1,Huddersfield,Man Utd,Old Trafford,Manchester
199,2018-12-26,Wednesday,Spurs,5,0,Bournemouth,Spurs,Wembley Stadium,London
200,2018-12-24,Monday,Everton,2,6,Spurs,Spurs,Goodison Park,Liverpool
201,2018-12-23,Sunday,Cardiff,1,5,Man Utd,Man Utd,Cardiff City Stadium,Cardiff
202,2018-12-22,Saturday,Wolves,0,2,Liverpool,Liverpool,Molineux Stadium,Wolverhampton
203,2018-12-22,Saturday,Arsenal,3,1,Burnley,Arsenal,Emirates Stadium,London
204,2018-12-22,Saturday,Bournemouth,2,0,Brighton,Bournemouth,Vitality Stadium,Bournemouth
205,2018-12-22,Saturday,Chelsea,0,1,Leicester,Leicester,Stamford Bridge,London
206,2018-12-22,Saturday,Huddersfield,1,3,Southampton,Southampton,John Smith's Stadium,Huddersfield
207,2018-12-22,Saturday,Man City,2,3,Crystal Palace,Crystal Palace,Etihad Stadium,Manchester
208,2018-12-22,Saturday,Newcastle,0,0,Fulham,Draw,St. James' Park,Newcastle
209,2018-12-22,Saturday,West Ham,0,2,Watford,Watford,London Stadium,London
210,2018-12-17,Monday,Liverpool,3,1,Man Utd,Liverpool,Anfield,Liverpool
211,2018-12-16,Sunday,Fulham,0,2,West Ham,West Ham,Craven Cottage,London
212,2018-12-16,Sunday,Brighton,1,2,Chelsea,Chelsea,Amex Stadium,Falmer
213,2018-12-16,Sunday,Southampton,3,2,Arsenal,Southampton,St. Mary's Stadium,Southampton
214,2018-12-15,Saturday,Man City,3,1,Everton,Man City,Etihad Stadium,Manchester
215,2018-12-15,Saturday,Crystal Palace,1,0,Leicester,Crystal Palace,Selhurst Park,London
216,2018-12-15,Saturday,Huddersfield,0,1,Newcastle,Newcastle,John Smith's Stadium,Huddersfield
217,2018-12-15,Saturday,Spurs,1,0,Burnley,Spurs,Wembley Stadium,London
218,2018-12-15,Saturday,Watford,3,2,Cardiff,Watford,Vicarage Road,Watford
219,2018-12-15,Saturday,Wolves,2,0,Bournemouth,Wolves,Molineux Stadium,Wolverhampton
220,2018-12-11,Tuesday,Everton,2,2,Watford,Draw,Goodison Park,Liverpool
221,2018-12-10,Monday,Newcastle,1,2,Wolves,Wolves,St. James' Park,Newcastle
222,2018-12-09,Sunday,Chelsea,2,0,Man City,Chelsea,Stamford Bridge,London
223,2018-12-09,Sunday,Leicester,0,2,Spurs,Spurs,King Power Stadium,Leicester
224,2018-12-08,Saturday,Bournemouth,0,4,Liverpool,Liverpool,Vitality Stadium,Bournemouth
225,2018-12-08,Saturday,Arsenal,1,0,Huddersfield,Arsenal,Emirates Stadium,London
226,2018-12-08,Saturday,Burnley,1,0,Brighton,Burnley,Turf Moor,Burnley
227,2018-12-08,Saturday,Cardiff,1,0,Southampton,Cardiff,Cardiff City Stadium,Cardiff
228,2018-12-08,Saturday,Man Utd,4,1,Fulham,Man Utd,Old Trafford,Manchester
229,2018-12-08,Saturday,West Ham,3,2,Crystal Palace,West Ham,London Stadium,London
230,2018-12-06,Thursday,Burnley,1,3,Liverpool,Liverpool,Turf Moor,Burnley
231,2018-12-06,Thursday,Everton,1,1,Newcastle,Draw,Goodison Park,Liverpool
232,2018-12-06,Thursday,Fulham,1,1,Leicester,Draw,Craven Cottage,London
233,2018-12-06,Thursday,Wolves,2,1,Chelsea,Wolves,Molineux Stadium,Wolverhampton
234,2018-12-06,Thursday,Man Utd,2,2,Arsenal,Draw,Old Trafford,Manchester
235,2018-12-06,Thursday,Spurs,3,1,Southampton,Spurs,Wembley Stadium,London
236,2018-12-05,Wednesday,Bournemouth,2,1,Huddersfield,Bournemouth,Vitality Stadium,Bournemouth
237,2018-12-05,Wednesday,Brighton,3,1,Crystal Palace,Brighton,Amex Stadium,Falmer
238,2018-12-05,Wednesday,West Ham,3,1,Cardiff,West Ham,London Stadium,London
239,2018-12-05,Wednesday,Watford,1,2,Man City,Man City,Vicarage Road,Watford
240,2018-12-03,Monday,Liverpool,1,0,Everton,Liverpool,Anfield,Liverpool
241,2018-12-02,Sunday,Southampton,2,2,Man Utd,Draw,St. Mary's Stadium,Southampton
242,2018-12-02,Sunday,Chelsea,2,0,Fulham,Chelsea,Stamford Bridge,London
243,2018-12-02,Sunday,Arsenal,4,2,Spurs,Arsenal,Emirates Stadium,London
244,2018-12-01,Saturday,Cardiff,2,1,Wolves,Cardiff,Cardiff City Stadium,Cardiff
245,2018-12-01,Saturday,Crystal Palace,2,0,Burnley,Crystal Palace,Selhurst Park,London
246,2018-12-01,Saturday,Huddersfield,1,2,Brighton,Brighton,John Smith's Stadium,Huddersfield
247,2018-12-01,Saturday,Leicester,2,0,Watford,Leicester,King Power Stadium,Leicester
248,2018-12-01,Saturday,Man City,3,1,Bournemouth,Man City,Etihad Stadium,Manchester
249,2018-12-01,Saturday,Newcastle,0,3,West Ham,West Ham,St. James' Park,Newcastle
250,2018-11-27,Tuesday,Burnley,1,2,Newcastle,Newcastle,Turf Moor,Burnley
251,2018-11-26,Monday,Wolves,0,2,Huddersfield,Huddersfield,Molineux Stadium,Wolverhampton
252,2018-11-25,Sunday,Spurs,3,1,Chelsea,Spurs,Wembley Stadium,London
253,2018-11-25,Sunday,Bournemouth,1,2,Arsenal,Arsenal,Vitality Stadium,Bournemouth
254,2018-11-24,Saturday,Brighton,1,1,Leicester,Draw,Amex Stadium,Falmer
255,2018-11-24,Saturday,Everton,1,0,Cardiff,Everton,Goodison Park,Liverpool
256,2018-11-24,Saturday,Fulham,3,2,Southampton,Fulham,Craven Cottage,London
257,2018-11-24,Saturday,Man Utd,0,0,Crystal Palace,Draw,Old Trafford,Manchester
258,2018-11-24,Saturday,Watford,0,3,Liverpool,Liverpool,Vicarage Road,Watford
259,2018-11-24,Saturday,West Ham,0,4,Man City,Man City,London Stadium,London
260,2018-11-12,Monday,Arsenal,1,1,Wolves,Draw,Emirates Stadium,London
261,2018-11-12,Monday,Man City,3,1,Man Utd,Man City,Etihad Stadium,Manchester
262,2018-11-11,Sunday,Crystal Palace,0,1,Spurs,Spurs,Selhurst Park,London
263,2018-11-11,Sunday,Liverpool,2,0,Fulham,Liverpool,Anfield,Liverpool
264,2018-11-11,Sunday,Chelsea,0,0,Everton,Draw,Stamford Bridge,London
265,2018-11-10,Saturday,Cardiff,2,1,Brighton,Cardiff,Cardiff City Stadium,Cardiff
266,2018-11-10,Saturday,Huddersfield,1,1,West Ham,Draw,John Smith's Stadium,Huddersfield
267,2018-11-10,Saturday,Leicester,0,0,Burnley,Draw,King Power Stadium,Leicester
268,2018-11-10,Saturday,Newcastle,2,1,Bournemouth,Newcastle,St. James' Park,Newcastle
269,2018-11-10,Saturday,Southampton,1,1,Watford,Draw,St. Mary's Stadium,Southampton
270,2018-11-06,Tuesday,Huddersfield,1,0,Fulham,Huddersfield,John Smith's Stadium,Huddersfield
271,2018-11-05,Monday,Chelsea,3,1,Crystal Palace,Chelsea,Stamford Bridge,London
272,2018-11-04,Sunday,Arsenal,1,1,Liverpool,Draw,Emirates Stadium,London
273,2018-11-04,Sunday,Wolves,2,3,Spurs,Spurs,Molineux Stadium,Wolverhampton
274,2018-11-04,Sunday,Man City,6,1,Southampton,Man City,Etihad Stadium,Manchester
275,2018-11-03,Saturday,Bournemouth,1,2,Man Utd,Man Utd,Vitality Stadium,Bournemouth
276,2018-11-03,Saturday,Cardiff,0,1,Leicester,Leicester,Cardiff City Stadium,Cardiff
277,2018-11-03,Saturday,Everton,3,1,Brighton,Everton,Goodison Park,Liverpool
278,2018-11-03,Saturday,Newcastle,1,0,Watford,Newcastle,St. James' Park,Newcastle
279,2018-11-03,Saturday,West Ham,4,2,Burnley,West Ham,London Stadium,London
280,2018-10-30,Tuesday,Spurs,0,1,Man City,Man City,Wembley Stadium,London
281,2018-10-29,Monday,Man Utd,2,1,Everton,Man Utd,Old Trafford,Manchester
282,2018-10-28,Sunday,Leicester,1,1,West Ham,Draw,King Power Stadium,Leicester
283,2018-10-28,Sunday,Burnley,0,4,Chelsea,Chelsea,Turf Moor,Burnley
284,2018-10-28,Sunday,Crystal Palace,2,2,Arsenal,Draw,Selhurst Park,London
285,2018-10-27,Saturday,Brighton,1,0,Wolves,Brighton,Amex Stadium,Falmer
286,2018-10-27,Saturday,Fulham,0,3,Bournemouth,Bournemouth,Craven Cottage,London
287,2018-10-27,Saturday,Liverpool,4,1,Cardiff,Liverpool,Anfield,Liverpool
288,2018-10-27,Saturday,Southampton,0,0,Newcastle,Draw,St. Mary's Stadium,Southampton
289,2018-10-27,Saturday,Watford,3,0,Huddersfield,Watford,Vicarage Road,Watford
290,2018-10-23,Tuesday,Arsenal,3,1,Leicester,Arsenal,Emirates Stadium,London
291,2018-10-21,Sunday,Huddersfield,0,1,Liverpool,Liverpool,John Smith's Stadium,Huddersfield
292,2018-10-21,Sunday,Everton,2,0,Crystal Palace,Everton,Goodison Park,Liverpool
293,2018-10-20,Saturday,Chelsea,2,2,Man Utd,Draw,Stamford Bridge,London
